turn,time_elapsed,event_type,clan,province,units,provinces,damage,units_lost
11,6.6,BATTLE_WIN,Tada,Omi,533,1,2121,25
11,6.6,TURN_SNAPSHOT,Tada,,1596,1,0,0
11,6.6,TURN_SNAPSHOT,Date,,14470,2,0,0
11,6.6,TURN_SNAPSHOT,Nori,,1438,3,0,0
11,6.6,TURN_SNAPSHOT,Abe,,8531,2,0,0
12,5.1,TURN_SNAPSHOT,Tada,,1596,1,0,0
12,5.1,TURN_SNAPSHOT,Date,,14470,2,0,0
12,5.1,TURN_SNAPSHOT,Nori,,3021,3,0,0
12,5.1,TURN_SNAPSHOT,Abe,,10143,2,0,0
13,1.4,SIEGE_WIN,Tada,Kyoto,290,2,1596,13
13,1.4,BATTLE_LOSS,Tada,Kyoto,3166,2,1323,150
13,1.4,TURN_SNAPSHOT,Tada,,0,2,0,0
13,1.4,TURN_SNAPSHOT,Date,,14470,2,0,0
13,1.4,TURN_SNAPSHOT,Nori,,3282,2,0,0
13,1.4,TURN_SNAPSHOT,Abe,,11755,2,0,0
14,4.1,TURN_SNAPSHOT,Tada,,0,2,0,0
14,4.1,TURN_SNAPSHOT,Date,,14470,2,0,0
14,4.1,TURN_SNAPSHOT,Nori,,4866,2,0,0
14,4.1,TURN_SNAPSHOT,Abe,,13367,2,0,0
15,2.2,TURN_SNAPSHOT,Tada,,0,2,0,0
15,2.2,TURN_SNAPSHOT,Date,,14470,2,0,0
15,2.2,TURN_SNAPSHOT,Nori,,4866,2,0,0
15,2.2,TURN_SNAPSHOT,Abe,,14979,2,0,0
16,1.3,RECRUIT,Tada,Kyoto,105,2,0,0
16,1.3,BATTLE_LOSS,Tada,Kyoto,3427,2,3307,108
16,1.3,TURN_SNAPSHOT,Tada,,0,2,0,0
16,1.3,TURN_SNAPSHOT,Date,,14470,2,0,0
16,1.3,TURN_SNAPSHOT,Nori,,1560,2,0,0
16,1.3,TURN_SNAPSHOT,Abe,,16591,2,0,0
17,278.8,TURN_SNAPSHOT,Tada,,0,2,0,0
17,278.8,TURN_SNAPSHOT,Date,,14470,2,0,0
17,278.8,TURN_SNAPSHOT,Nori,,1560,2,0,0
17,278.8,TURN_SNAPSHOT,Abe,,24279,3,0,0
18,1.4,TURN_SNAPSHOT,Tada,,0,2,0,0
18,1.4,TURN_SNAPSHOT,Date,,14470,2,0,0
18,1.4,TURN_SNAPSHOT,Nori,,1560,2,0,0
18,1.4,TURN_SNAPSHOT,Abe,,32091,3,0,0
19,1.4,TURN_SNAPSHOT,Tada,,0,2,0,0
19,1.4,TURN_SNAPSHOT,Date,,14470,2,0,0
19,1.4,TURN_SNAPSHOT,Nori,,1560,2,0,0
19,1.4,TURN_SNAPSHOT,Abe,,39903,3,0,0
20,2.2,TURN_SNAPSHOT,Tada,,0,2,0,0
20,2.2,TURN_SNAPSHOT,Date,,14470,2,0,0
20,2.2,TURN_SNAPSHOT,Nori,,1560,2,0,0
20,2.2,TURN_SNAPSHOT,Abe,,47715,3,0,0
21,1.1,RECRUIT,Tada,Kyoto,135,2,0,0
21,1.1,RECRUIT,Tada,Kyoto,135,2,0,0
21,1.1,RECRUIT,Tada,Kyoto,135,2,0,0
21,1.1,TURN_SNAPSHOT,Tada,,17010,2,0,0
21,1.1,TURN_SNAPSHOT,Date,,14470,2,0,0
21,1.1,TURN_SNAPSHOT,Nori,,1560,2,0,0
21,1.1,TURN_SNAPSHOT,Abe,,55527,3,0,0
22,2.9,TURN_SNAPSHOT,Tada,,17010,2,0,0
22,2.9,TURN_SNAPSHOT,Date,,14470,2,0,0
22,2.9,TURN_SNAPSHOT,Nori,,1560,2,0,0
22,2.9,TURN_SNAPSHOT,Abe,,63339,3,0,0
23,2.5,SIEGE_WIN,Tada,Osaka,701,3,17010,16
23,2.5,TURN_SNAPSHOT,Tada,,16338,3,0,0
23,2.5,TURN_SNAPSHOT,Date,,14470,2,0,0
23,2.5,TURN_SNAPSHOT,Nori,,1438,1,0,0
23,2.5,TURN_SNAPSHOT,Abe,,71151,3,0,0
24,3.0,TURN_SNAPSHOT,Tada,,16338,3,0,0
24,3.0,TURN_SNAPSHOT,Date,,14470,2,0,0
24,3.0,TURN_SNAPSHOT,Nori,,1438,1,0,0
24,3.0,TURN_SNAPSHOT,Abe,,78963,3,0,0
25,2.6,RECRUIT,Tada,Kyoto,135,3,0,0
25,2.6,RECRUIT,Tada,Kyoto,135,3,0,0
25,2.6,RECRUIT,Tada,Kyoto,135,3,0,0
25,2.6,TURN_SNAPSHOT,Tada,,33348,3,0,0
25,2.6,TURN_SNAPSHOT,Date,,14470,2,0,0
25,2.6,TURN_SNAPSHOT,Nori,,1438,1,0,0
25,2.6,TURN_SNAPSHOT,Abe,,86775,3,0,0
26,2.1,TURN_SNAPSHOT,Tada,,33348,3,0,0
26,2.1,TURN_SNAPSHOT,Date,,14470,2,0,0
26,2.1,TURN_SNAPSHOT,Nori,,1438,1,0,0
26,2.1,TURN_SNAPSHOT,Abe,,94587,3,0,0
27,1.3,RECRUIT,Tada,Osaka,155,3,0,0
27,1.3,RECRUIT,Tada,Osaka,155,3,0,0
27,1.3,RECRUIT,Tada,Osaka,155,3,0,0
27,1.3,TURN_SNAPSHOT,Tada,,57760,3,0,0
27,1.3,TURN_SNAPSHOT,Date,,14470,2,0,0
27,1.3,TURN_SNAPSHOT,Nori,,1438,1,0,0
27,1.3,TURN_SNAPSHOT,Abe,,94587,3,0,0
28,10.5,BATTLE_WIN,Tada,Osaka,1438,3,40750,30
28,13.2,TURN_SNAPSHOT,Tada,,56343,3,0,0
28,13.2,TURN_SNAPSHOT,Date,,14470,2,0,0
28,13.2,TURN_SNAPSHOT,Nori,,0,1,0,0
28,13.2,TURN_SNAPSHOT,Abe,,94587,3,0,0
29,1.4,TURN_SNAPSHOT,Tada,,56343,4,0,0
29,1.4,TURN_SNAPSHOT,Date,,14470,2,0,0
29,1.4,TURN_SNAPSHOT,Nori,,5133,2,0,0
29,1.4,TURN_SNAPSHOT,Abe,,94587,3,0,0
30,3.3,TURN_SNAPSHOT,Tada,,56343,4,0,0
30,3.3,TURN_SNAPSHOT,Date,,14470,2,0,0
30,3.3,TURN_SNAPSHOT,Nori,,10411,2,0,0
30,3.3,TURN_SNAPSHOT,Abe,,94587,3,0,0
31,2.4,BATTLE_WIN,Tada,Osaka,10556,4,39333,221
31,2.4,TURN_SNAPSHOT,Tada,,45801,4,0,0
31,2.4,TURN_SNAPSHOT,Date,,14470,2,0,0
31,2.4,TURN_SNAPSHOT,Nori,,5133,2,0,0
31,2.4,TURN_SNAPSHOT,Abe,,94587,3,0,0
32,1.1,RECRUIT,Tada,Osaka,155,4,0,0
32,1.1,RECRUIT,Tada,Osaka,155,4,0,0
32,1.1,RECRUIT,Tada,Osaka,155,4,0,0
32,1.1,TURN_SNAPSHOT,Tada,,70213,4,0,0
32,1.1,TURN_SNAPSHOT,Date,,14470,2,0,0
32,1.1,TURN_SNAPSHOT,Nori,,10411,2,0,0
32,1.1,TURN_SNAPSHOT,Abe,,94587,3,0,0
33,246.2,BATTLE_WIN,Tada,Osaka,10556,4,53203,211
33,246.2,TURN_SNAPSHOT,Tada,,59745,4,0,0
33,246.2,TURN_SNAPSHOT,Date,,14470,2,0,0
33,246.2,TURN_SNAPSHOT,Nori,,5133,2,0,0
33,246.2,TURN_SNAPSHOT,Abe,,94587,3,0,0
34,1.7,TURN_SNAPSHOT,Tada,,59745,4,0,0
34,1.7,TURN_SNAPSHOT,Date,,14470,2,0,0
34,1.7,TURN_SNAPSHOT,Nori,,10411,2,0,0
34,1.7,TURN_SNAPSHOT,Abe,,94587,3,0,0
35,1.4,SIEGE_WIN,Tada,Shikoku,6148,5,42735,123
35,1.4,RECRUIT,Tada,Shikoku,364,5,0,0
35,1.4,TURN_SNAPSHOT,Tada,,58943,5,0,0
35,1.4,TURN_SNAPSHOT,Date,,14470,2,0,0
35,1.4,TURN_SNAPSHOT,Nori,,5133,1,0,0
35,1.4,TURN_SNAPSHOT,Abe,,94587,3,0,0
36,2.7,RECRUIT,Tada,Shikoku,364,5,0,0
36,2.7,TURN_SNAPSHOT,Tada,,64221,5,0,0
36,2.7,TURN_SNAPSHOT,Date,,14470,2,0,0
36,2.7,TURN_SNAPSHOT,Nori,,5133,1,0,0
36,2.7,TURN_SNAPSHOT,Abe,,94587,3,0,0
37,2.3,TURN_SNAPSHOT,Tada,,64221,5,0,0
37,2.3,TURN_SNAPSHOT,Date,,14470,2,0,0
37,2.3,TURN_SNAPSHOT,Nori,,5133,1,0,0
37,2.3,TURN_SNAPSHOT,Abe,,94587,3,0,0
38,1.2,RECRUIT,Tada,Shikoku,155,5,0,0
38,1.2,RECRUIT,Tada,Shikoku,155,5,0,0
38,1.2,RECRUIT,Tada,Shikoku,155,5,0,0
38,1.2,TURN_SNAPSHOT,Tada,,88634,5,0,0
38,1.2,TURN_SNAPSHOT,Date,,14470,2,0,0
38,1.2,TURN_SNAPSHOT,Nori,,5133,1,0,0
38,1.2,TURN_SNAPSHOT,Abe,,94587,3,0,0
39,2.6,TURN_SNAPSHOT,Tada,,88634,5,0,0
39,2.6,TURN_SNAPSHOT,Date,,14470,2,0,0
39,2.6,TURN_SNAPSHOT,Nori,,5133,1,0,0
39,2.6,TURN_SNAPSHOT,Abe,,94587,3,0,0
40,1.4,TURN_SNAPSHOT,Tada,,88634,5,0,0
40,1.4,TURN_SNAPSHOT,Date,,14470,2,0,0
40,1.4,TURN_SNAPSHOT,Nori,,5133,1,0,0
40,1.4,TURN_SNAPSHOT,Abe,,94587,3,0,0
41,1.3,SIEGE_WIN,Tada,Kyushu,5713,6,71624,153
41,1.3,TURN_SNAPSHOT,Tada,,82929,6,0,0
41,1.3,TURN_SNAPSHOT,Date,,14470,2,0,0
41,1.3,TURN_SNAPSHOT,Nori,,0,0,0,0
41,1.3,TURN_SNAPSHOT,Abe,,94587,3,0,0
42,3.3,TURN_SNAPSHOT,Tada,,82929,6,0,0
42,3.3,TURN_SNAPSHOT,Date,,14470,2,0,0
42,3.3,TURN_SNAPSHOT,Nori,,0,0,0,0
42,3.3,TURN_SNAPSHOT,Abe,,94587,3,0,0
43,3.9,TURN_SNAPSHOT,Tada,,82929,6,0,0
43,3.9,TURN_SNAPSHOT,Date,,14470,2,0,0
43,3.9,TURN_SNAPSHOT,Nori,,0,0,0,0
43,3.9,TURN_SNAPSHOT,Abe,,94587,3,0,0
44,1.8,TURN_SNAPSHOT,Tada,,82929,6,0,0
44,1.8,TURN_SNAPSHOT,Date,,14470,2,0,0
44,1.8,TURN_SNAPSHOT,Nori,,0,0,0,0
44,1.8,TURN_SNAPSHOT,Abe,,94587,3,0,0
45,1.1,TURN_SNAPSHOT,Tada,,82929,6,0,0
45,1.1,TURN_SNAPSHOT,Date,,14470,2,0,0
45,1.1,TURN_SNAPSHOT,Nori,,0,0,0,0
45,1.1,TURN_SNAPSHOT,Abe,,94587,3,0,0
46,1.2,BATTLE_WIN,Tada,Mikawa,8202,7,17010,195
46,1.2,TURN_SNAPSHOT,Tada,,74739,7,0,0
46,1.2,TURN_SNAPSHOT,Date,,14470,2,0,0
46,1.2,TURN_SNAPSHOT,Nori,,0,0,0,0
46,1.2,TURN_SNAPSHOT,Abe,,88511,3,0,0
47,5.5,TURN_SNAPSHOT,Tada,,74739,7,0,0
47,5.5,TURN_SNAPSHOT,Date,,14470,2,0,0
47,5.5,TURN_SNAPSHOT,Nori,,0,0,0,0
47,5.5,TURN_SNAPSHOT,Abe,,88511,3,0,0
48,3.3,TURN_SNAPSHOT,Tada,,74739,7,0,0
48,3.3,TURN_SNAPSHOT,Date,,14470,2,0,0
48,3.3,TURN_SNAPSHOT,Nori,,0,0,0,0
48,3.3,TURN_SNAPSHOT,Abe,,88511,3,0,0
49,3.3,TURN_SNAPSHOT,Tada,,74739,7,0,0
49,3.3,TURN_SNAPSHOT,Date,,14470,2,0,0
49,3.3,TURN_SNAPSHOT,Nori,,0,0,0,0
49,3.3,TURN_SNAPSHOT,Abe,,88511,3,0,0
50,3786.1,TURN_SNAPSHOT,Tada,,74739,7,0,0
50,3786.1,TURN_SNAPSHOT,Date,,14470,2,0,0
50,3786.1,TURN_SNAPSHOT,Nori,,0,0,0,0
50,3786.1,TURN_SNAPSHOT,Abe,,88511,3,0,0
51,702.5,TURN_SNAPSHOT,Tada,,74739,7,0,0
51,702.5,TURN_SNAPSHOT,Date,,14470,2,0,0
51,702.5,TURN_SNAPSHOT,Nori,,0,0,0,0
51,702.5,TURN_SNAPSHOT,Abe,,88511,3,0,0
52,1.9,RECRUIT,Tada,Mikawa,85,7,0,0
52,1.9,RECRUIT,Tada,Mikawa,85,7,0,0
52,1.9,RECRUIT,Tada,Mikawa,85,7,0,0
52,1.9,TURN_SNAPSHOT,Tada,,80094,7,0,0
52,1.9,TURN_SNAPSHOT,Date,,14470,2,0,0
52,1.9,TURN_SNAPSHOT,Nori,,0,0,0,0
52,1.9,TURN_SNAPSHOT,Abe,,88511,3,0,0
53,2.3,TURN_SNAPSHOT,Tada,,80094,7,0,0
53,2.3,TURN_SNAPSHOT,Date,,14470,2,0,0
53,2.3,TURN_SNAPSHOT,Nori,,0,0,0,0
53,2.3,TURN_SNAPSHOT,Abe,,88511,3,0,0
54,1.2,TURN_SNAPSHOT,Tada,,80094,7,0,0
54,1.2,TURN_SNAPSHOT,Date,,14470,2,0,0
54,1.2,TURN_SNAPSHOT,Nori,,0,0,0,0
54,1.2,TURN_SNAPSHOT,Abe,,88511,3,0,0
55,1.1,TURN_SNAPSHOT,Tada,,80094,7,0,0
55,1.1,TURN_SNAPSHOT,Date,,14470,2,0,0
55,1.1,TURN_SNAPSHOT,Nori,,0,0,0,0
55,1.1,TURN_SNAPSHOT,Abe,,88511,3,0,0
56,1.9,TURN_SNAPSHOT,Tada,,80094,7,0,0
56,1.9,TURN_SNAPSHOT,Date,,14470,2,0,0
56,1.9,TURN_SNAPSHOT,Nori,,0,0,0,0
56,1.9,TURN_SNAPSHOT,Abe,,88511,3,0,0
57,1.3,RECRUIT,Tada,Mikawa,105,7,0,0
57,1.3,RECRUIT,Tada,Mikawa,105,7,0,0
57,1.3,RECRUIT,Tada,Mikawa,105,7,0,0
57,1.3,TURN_SNAPSHOT,Tada,,90016,7,0,0
57,1.3,TURN_SNAPSHOT,Date,,14470,2,0,0
57,1.3,TURN_SNAPSHOT,Nori,,0,0,0,0
57,1.3,TURN_SNAPSHOT,Abe,,88511,3,0,0
58,2.1,TURN_SNAPSHOT,Tada,,90016,7,0,0
58,2.1,TURN_SNAPSHOT,Date,,14470,2,0,0
58,2.1,TURN_SNAPSHOT,Nori,,0,0,0,0
58,2.1,TURN_SNAPSHOT,Abe,,88511,3,0,0
59,1.1,RECRUIT,Tada,Mikawa,105,7,0,0
59,1.1,RECRUIT,Tada,Mikawa,105,7,0,0
59,1.1,RECRUIT,Tada,Mikawa,105,7,0,0
59,1.1,TURN_SNAPSHOT,Tada,,99939,7,0,0
59,1.1,TURN_SNAPSHOT,Date,,16270,2,0,0
59,1.1,TURN_SNAPSHOT,Nori,,0,0,0,0
59,1.1,TURN_SNAPSHOT,Abe,,88511,3,0,0
60,2.7,TURN_SNAPSHOT,Tada,,99939,7,0,0
60,2.7,TURN_SNAPSHOT,Date,,16270,2,0,0
60,2.7,TURN_SNAPSHOT,Nori,,0,0,0,0
60,2.7,TURN_SNAPSHOT,Abe,,88511,3,0,0
61,1.0,RECRUIT,Tada,Mikawa,105,7,0,0
61,1.0,RECRUIT,Tada,Mikawa,105,7,0,0
61,1.0,RECRUIT,Tada,Mikawa,105,7,0,0
61,1.0,TURN_SNAPSHOT,Tada,,109861,7,0,0
61,1.0,TURN_SNAPSHOT,Date,,16270,2,0,0
61,1.0,TURN_SNAPSHOT,Nori,,0,0,0,0
61,1.0,TURN_SNAPSHOT,Abe,,88511,3,0,0
62,3.3,TURN_SNAPSHOT,Tada,,109861,7,0,0
62,3.3,TURN_SNAPSHOT,Date,,18070,2,0,0
62,3.3,TURN_SNAPSHOT,Nori,,0,0,0,0
62,3.3,TURN_SNAPSHOT,Abe,,88511,3,0,0
63,1.3,SIEGE_WIN,Tada,Totomi,1240,8,34020,39
63,1.3,BATTLE_LOSS,Tada,Totomi,44160,8,32760,1423
63,1.3,TURN_SNAPSHOT,Tada,,75841,8,0,0
63,1.3,TURN_SNAPSHOT,Date,,19870,2,0,0
63,1.3,TURN_SNAPSHOT,Nori,,0,0,0,0
63,1.3,TURN_SNAPSHOT,Abe,,55800,2,0,0
64,4.4,TURN_SNAPSHOT,Tada,,75841,8,0,0
64,4.4,TURN_SNAPSHOT,Date,,21670,2,0,0
64,4.4,TURN_SNAPSHOT,Nori,,0,0,0,0
64,4.4,TURN_SNAPSHOT,Abe,,55800,2,0,0
65,1.1,RECRUIT,Tada,Mikawa,105,8,0,0
65,1.1,RECRUIT,Tada,Mikawa,105,8,0,0
65,1.1,RECRUIT,Tada,Mikawa,105,8,0,0
65,1.1,TURN_SNAPSHOT,Tada,,85764,8,0,0
65,1.1,TURN_SNAPSHOT,Date,,23470,2,0,0
65,1.1,TURN_SNAPSHOT,Nori,,0,0,0,0
65,1.1,TURN_SNAPSHOT,Abe,,55800,2,0,0
66,2.8,TURN_SNAPSHOT,Tada,,85764,8,0,0
66,2.8,TURN_SNAPSHOT,Date,,25270,2,0,0
66,2.8,TURN_SNAPSHOT,Nori,,0,0,0,0
66,2.8,TURN_SNAPSHOT,Abe,,55800,2,0,0
67,1.1,RECRUIT,Tada,Mikawa,105,8,0,0
67,1.1,RECRUIT,Tada,Mikawa,105,8,0,0
67,1.1,RECRUIT,Tada,Mikawa,105,8,0,0
67,1.1,TURN_SNAPSHOT,Tada,,95686,8,0,0
67,1.1,TURN_SNAPSHOT,Date,,27070,2,0,0
67,1.1,TURN_SNAPSHOT,Nori,,0,0,0,0
67,1.1,TURN_SNAPSHOT,Abe,,55800,2,0,0
68,1.8,TURN_SNAPSHOT,Tada,,95686,8,0,0
68,1.8,TURN_SNAPSHOT,Date,,36870,2,0,0
68,1.8,TURN_SNAPSHOT,Nori,,0,0,0,0
68,1.8,TURN_SNAPSHOT,Abe,,55800,2,0,0
69,1.1,TURN_SNAPSHOT,Tada,,95686,8,0,0
69,1.1,TURN_SNAPSHOT,Date,,46670,2,0,0
69,1.1,TURN_SNAPSHOT,Nori,,0,0,0,0
69,1.1,TURN_SNAPSHOT,Abe,,55800,2,0,0
70,1.1,TURN_SNAPSHOT,Tada,,95686,8,0,0
70,1.1,TURN_SNAPSHOT,Date,,56470,2,0,0
70,1.1,TURN_SNAPSHOT,Nori,,0,0,0,0
70,1.1,TURN_SNAPSHOT,Abe,,55800,2,0,0
71,2.0,TURN_SNAPSHOT,Tada,,95686,8,0,0
71,2.0,TURN_SNAPSHOT,Date,,66270,2,0,0
71,2.0,TURN_SNAPSHOT,Nori,,0,0,0,0
71,2.0,TURN_SNAPSHOT,Abe,,55800,2,0,0
72,1.3,RECRUIT,Tada,Mikawa,135,8,0,0
72,1.3,RECRUIT,Tada,Mikawa,135,8,0,0
72,1.3,RECRUIT,Tada,Mikawa,135,8,0,0
72,1.3,TURN_SNAPSHOT,Tada,,112696,8,0,0
72,1.3,TURN_SNAPSHOT,Date,,76070,2,0,0
72,1.3,TURN_SNAPSHOT,Nori,,0,0,0,0
72,1.3,TURN_SNAPSHOT,Abe,,55800,2,0,0
73,5.3,TURN_SNAPSHOT,Tada,,112696,8,0,0
73,5.3,TURN_SNAPSHOT,Date,,85870,2,0,0
73,5.3,TURN_SNAPSHOT,Nori,,0,0,0,0
73,5.3,TURN_SNAPSHOT,Abe,,55800,2,0,0
74,1.4,REBELLION,Tada,Totomi,0,7,0,0
74,1.4,BATTLE_WIN,Tada,Totomi,75330,7,112696,2088
74,1.4,TURN_SNAPSHOT,Tada,,37383,7,0,0
74,1.4,TURN_SNAPSHOT,Date,,95670,2,0,0
74,1.4,TURN_SNAPSHOT,Nori,,0,0,0,0
74,1.4,TURN_SNAPSHOT,Abe,,0,2,0,0
75,4.1,AMBUSH_WIN,Tada,Totomi,0,7,0,0
75,4.1,TURN_SNAPSHOT,Tada,,37383,7,0,0
75,4.1,TURN_SNAPSHOT,Date,,105470,2,0,0
75,4.1,TURN_SNAPSHOT,Nori,,0,0,0,0
75,4.1,TURN_SNAPSHOT,Abe,,0,2,0,0
76,6.1,TURN_SNAPSHOT,Tada,,37383,7,0,0
76,6.1,TURN_SNAPSHOT,Date,,115270,2,0,0
76,6.1,TURN_SNAPSHOT,Nori,,0,0,0,0
76,6.1,TURN_SNAPSHOT,Abe,,0,2,0,0
77,1.3,RECRUIT,Tada,Mikawa,135,7,0,0
77,1.3,RECRUIT,Tada,Mikawa,135,7,0,0
77,1.3,RECRUIT,Tada,Mikawa,135,7,0,0
77,1.3,TURN_SNAPSHOT,Tada,,54393,7,0,0
77,1.3,TURN_SNAPSHOT,Date,,125070,2,0,0
77,1.3,TURN_SNAPSHOT,Nori,,0,0,0,0
77,1.3,TURN_SNAPSHOT,Abe,,6200,2,0,0
78,3.2,BATTLE_WIN,Tada,Totomi,16740,7,37383,463
78,3.2,TURN_SNAPSHOT,Tada,,37666,7,0,0
78,3.2,TURN_SNAPSHOT,Date,,134870,2,0,0
78,3.2,TURN_SNAPSHOT,Nori,,0,0,0,0
78,3.2,TURN_SNAPSHOT,Abe,,0,2,0,0
79,2.0,SIEGE_WIN,Tada,Totomi,600,8,17010,14
79,2.0,BATTLE_WIN,Tada,Totomi,8370,8,16422,199
79,2.0,TURN_SNAPSHOT,Tada,,28720,8,0,0
79,2.0,TURN_SNAPSHOT,Date,,134870,2,0,0
79,2.0,TURN_SNAPSHOT,Nori,,0,0,0,0
79,2.0,TURN_SNAPSHOT,Abe,,0,2,0,0
80,1.5,SIEGE_WIN,Tada,Musashi,930,9,20656,25
80,1.5,BATTLE_LOSS,Tada,Totomi,8370,9,8064,199
80,1.5,TURN_SNAPSHOT,Tada,,19674,9,0,0
80,1.5,TURN_SNAPSHOT,Date,,134870,2,0,0
80,1.5,TURN_SNAPSHOT,Nori,,0,0,0,0
80,1.5,TURN_SNAPSHOT,Abe,,0,1,0,0
81,9.1,BATTLE_WIN,Tada,Musashi,8370,9,19674,233
81,9.1,TURN_SNAPSHOT,Tada,,11168,9,0,0
81,9.1,TURN_SNAPSHOT,Date,,134870,2,0,0
81,9.1,TURN_SNAPSHOT,Nori,,0,0,0,0
81,9.1,TURN_SNAPSHOT,Abe,,0,1,0,0
82,2.6,RECRUIT,Tada,Totomi,135,9,0,0
82,2.6,RECRUIT,Tada,Totomi,135,9,0,0
82,2.6,RECRUIT,Tada,Totomi,135,9,0,0
82,2.6,BATTLE_WIN,Tada,Musashi,8370,9,11168,236
82,2.6,TURN_SNAPSHOT,Tada,,19591,9,0,0
82,2.6,TURN_SNAPSHOT,Date,,134870,2,0,0
82,2.6,TURN_SNAPSHOT,Nori,,0,0,0,0
82,2.6,TURN_SNAPSHOT,Abe,,0,1,0,0
83,1.9,RECRUIT,Tada,Musashi,135,9,0,0
83,1.9,RECRUIT,Tada,Musashi,135,9,0,0
83,1.9,RECRUIT,Tada,Musashi,135,9,0,0
83,1.9,BATTLE_WIN,Tada,Totomi,8370,9,17010,199
83,1.9,TURN_SNAPSHOT,Tada,,28243,9,0,0
83,1.9,TURN_SNAPSHOT,Date,,134870,2,0,0
83,1.9,TURN_SNAPSHOT,Nori,,0,0,0,0
83,1.9,TURN_SNAPSHOT,Abe,,0,1,0,0
84,1.3,RECRUIT,Tada,Totomi,135,9,0,0
84,1.3,RECRUIT,Tada,Totomi,135,9,0,0
84,1.3,RECRUIT,Tada,Totomi,135,9,0,0
84,1.3,BATTLE_WIN,Tada,Musashi,8370,9,19591,206
84,1.3,TURN_SNAPSHOT,Tada,,37138,9,0,0
84,1.3,TURN_SNAPSHOT,Date,,134870,2,0,0
84,1.3,TURN_SNAPSHOT,Nori,,0,0,0,0
84,1.3,TURN_SNAPSHOT,Abe,,0,1,0,0
85,2.1,BATTLE_WIN,Tada,Musashi,8370,9,11476,202
85,2.1,TURN_SNAPSHOT,Tada,,28780,9,0,0
85,2.1,TURN_SNAPSHOT,Date,,134870,2,0,0
85,2.1,TURN_SNAPSHOT,Nori,,0,0,0,0
85,2.1,TURN_SNAPSHOT,Abe,,0,1,0,0
86,1.1,BATTLE_LOSS,Tada,Musashi,8370,9,3118,203
86,1.1,TURN_SNAPSHOT,Tada,,25662,9,0,0
86,1.1,TURN_SNAPSHOT,Date,,134870,2,0,0
86,1.1,TURN_SNAPSHOT,Nori,,0,0,0,0
